search_id,user_id,search_query,searched_movie_id,clicked_movie_id,search_timestamp,result_rank
2381,316,Friends with Kids,91690,,2025-09-21 15:06:35,9
2382,316,Munich,41997,,2026-01-08 08:07:41,10
2383,316,"Incredibles, The",8961,8961.0,2025-11-10 23:45:02,6
2384,316,Something New,43684,43684.0,2026-07-02 19:10:36,2
2385,317,Maleficent,111659,,2026-06-06 17:44:52,8
2386,317,Shallow Grave,319,319.0,2026-03-07 12:34:04,5
2387,317,"Cabin in the Woods, The",93840,93840.0,2026-03-19 19:07:23,5
2388,317,"French Connection, The",1953,1953.0,2025-11-22 11:25:26,5
2389,317,"Crouching Tiger, Hidden Dragon",3996,3996.0,2025-11-22 22:24:14,2
2390,317,Dave,440,,2025-10-08 03:14:44,10
2391,317,Desperate Measures,1598,,2026-05-24 23:06:26,10
2392,317,Tora! Tora! Tora!,3066,3066.0,2026-06-15 08:48:12,6
2393,317,"Fish Called Wanda, A",1079,,2026-05-01 02:10:37,7
2394,317,Million Dollar Baby,30707,30707.0,2026-03-06 02:08:04,1
2395,317,Moonstruck,3072,,2026-05-08 09:14:02,9
2396,317,Donnie Darko,4878,,2026-07-30 00:31:52,10
2397,318,Divergent,108190,,2025-11-14 03:18:25,10
2398,318,Breakfast at Tiffany's,902,902.0,2026-07-28 19:05:16,9
2399,318,Get Carter,3947,3947.0,2026-08-27 21:39:47,3
2400,318,"Lord of the Rings: The Return of the King, The",7153,7153.0,2025-09-25 15:29:50,6
2401,318,Back to the Future,1270,1270.0,2025-09-19 19:38:46,2
2402,318,"Pajama Game, The",2874,,2026-03-18 14:56:50,10
2403,318,Team America: World Police,8917,8917.0,2025-11-01 22:45:44,9
2404,318,Erin Brockovich,3408,3408.0,2025-09-21 22:10:24,10
2405,318,Moonrise Kingdom,94959,94959.0,2026-03-18 21:49:36,1
2406,319,Dogtown and Z-Boyz,5325,,2026-02-08 18:09:07,9
2407,319,The Hunger Games,91500,91500.0,2026-01-20 23:44:45,2
2408,320,Addams Family Values,410,,2025-11-15 14:33:01,10
2409,320,"Bug's Life, A",2355,,2026-04-11 02:33:58,3
2410,320,Big Trouble,4774,4774.0,2026-02-08 20:34:38,3
2411,320,Nadja,184,184.0,2025-10-13 06:29:50,1
2412,320,Waiting...,37384,,2026-05-12 11:53:42,9
2413,320,Pleasantville,2321,2321.0,2025-11-26 02:13:14,5
2414,320,"Avengers, The",89745,89745.0,2026-01-16 18:16:46,5
2415,320,Mission: Impossible,648,,2026-02-13 11:06:47,8
2416,320,Never Cry Wolf,3347,3347.0,2026-03-28 01:17:01,6
2417,320,21 Jump Street,93510,,2026-02-05 00:45:18,5
2418,321,Cats & Dogs,4386,,2025-09-26 22:43:27,9
2419,321,Groundhog Day,1265,,2025-09-28 11:07:59,10
2420,321,While You Were Sleeping,339,339.0,2026-04-11 01:13:37,10
2421,321,Iron Man 3,102125,,2026-03-23 13:13:35,10
2422,321,Saving Private Ryan,2028,2028.0,2026-04-09 23:31:59,6
2423,321,"O Brother, Where Art Thou?",4027,4027.0,2025-12-17 23:10:35,4
2424,321,This Is Spinal Tap,1288,1288.0,2025-11-28 05:52:23,8
2425,321,Bonnie and Clyde,1084,1084.0,2026-08-11 01:46:43,2
2426,321,"Other Guys, The",79592,79592.0,2026-07-22 16:11:25,4
2427,321,Pirates of the Caribbean: Dead Man's Chest,45722,45722.0,2026-05-13 04:05:54,5
2428,321,Lethal Weapon,2000,2000.0,2026-01-28 16:03:57,1
2429,321,"American Tail, An",2141,2141.0,2026-04-26 06:00:08,2
2430,322,City of God,6016,6016.0,2026-08-09 17:10:11,1
2431,322,My Cousin Vinny,2302,2302.0,2025-12-11 02:39:41,4
2432,322,Remember the Titans,3916,,2026-05-11 09:43:34,8
2433,322,Gandhi,1293,,2026-01-04 07:42:04,9
2434,322,Last Action Hero,485,485.0,2026-03-04 17:36:19,3
2435,322,...And Justice for All,3420,,2025-11-14 01:14:12,8
2436,322,Face/Off,1573,,2025-10-25 01:54:45,9
2437,322,"Jewel of the Nile, The",2405,,2026-04-02 10:56:33,9
2438,322,Rain Man,1961,,2026-07-05 07:45:13,4
2439,322,Tomorrow Never Dies,1722,1722.0,2026-01-06 18:59:06,3
2440,322,Headhunters,90600,90600.0,2025-12-26 23:52:02,2
2441,322,Besieged,2630,,2025-09-11 20:45:19,10
2442,322,Bill & Ted's Excellent Adventure,4571,4571.0,2026-02-23 11:36:24,9
2443,322,"Prestige, The",48780,,2026-03-16 06:40:06,7
2444,323,"Goonies, The",2005,,2026-03-21 18:44:31,3
2445,323,Forrest Gump,356,356.0,2026-06-10 00:30:21,4
2446,323,Twelve Monkeys,32,,2026-01-03 08:43:11,9
2447,323,"Nutty Professor, The",788,788.0,2026-07-25 08:41:36,7
2448,323,Taxi Driver,111,,2026-06-13 22:28:29,3
2449,323,Monty Python's Life of Brian,1080,,2025-09-10 13:21:25,4
2450,323,Interstellar,109487,,2025-11-02 22:08:10,9
2451,323,Henry: Portrait of a Serial Killer,2159,2159.0,2026-03-01 09:12:03,4
2452,324,Casino,16,,2026-07-19 21:44:41,9
2453,324,"Crouching Tiger, Hidden Dragon",3996,,2025-09-12 17:26:37,9
2454,324,Forgetting Sarah Marshall,58998,,2025-09-23 20:26:04,2
2455,324,Aladdin,588,588.0,2025-11-19 14:17:20,4
2456,325,Dead Men Don't Wear Plaid,2110,2110.0,2026-02-16 11:43:20,9
2457,325,Underworld: Awakening,91974,,2025-12-27 22:46:07,9
2458,325,Are We There Yet?,31422,31422.0,2026-08-26 14:14:51,1
2459,325,"Matrix, The",2571,2571.0,2025-09-21 18:38:59,5
2460,325,The Hunger Games,91500,91500.0,2026-05-11 00:08:33,7
2461,326,Cliffhanger,434,434.0,2026-04-05 04:02:49,1
2462,326,Moonraker,3638,,2026-01-29 04:08:20,10
2463,326,Nature Calls,98160,,2026-06-30 20:43:12,10
2464,326,"Name of the Rose, The",2467,,2025-11-24 05:33:37,8
2465,326,The Devil's Advocate,1645,,2026-03-08 17:53:33,8
2466,326,Aladdin,588,588.0,2026-04-06 20:40:49,3
2467,326,Leaving Las Vegas,25,,2026-01-13 03:22:01,7
2468,326,Natural Born Killers,288,,2026-09-06 15:46:56,10
2469,326,Billy Madison,216,216.0,2026-04-23 16:19:55,1
2470,326,Confessions of a Teenage Drama Queen,7316,7316.0,2025-12-17 12:06:49,7
2471,326,Rounders,2231,2231.0,2026-01-26 06:02:16,2
2472,326,Dead Man Walking,36,,2025-12-14 06:12:52,8
2473,326,Arsenic and Old Lace,1269,1269.0,2026-07-14 03:48:15,10
2474,326,Tom & Viv,331,,2025-09-09 22:13:36,4
2475,327,Hard Target,464,,2025-12-25 13:56:27,10
2476,328,300,51662,51662.0,2026-06-23 01:18:16,6
2477,328,Fury,115210,,2026-02-01 14:33:43,5
2478,328,Mystère à la Tour Eiffel,171917,171917.0,2025-09-11 03:14:57,6
2479,328,Interview with the Vampire: The Vampire Chronicles,253,,2026-02-09 09:38:00,10
2480,328,"Boondock Saints, The",3275,,2026-08-21 15:06:12,7
2481,328,His Girl Friday,951,951.0,2026-03-22 22:09:49,3
2482,328,"Nutty Professor, The",788,,2026-08-21 16:00:38,4
2483,328,Raising Arizona,1394,1394.0,2025-10-12 08:05:00,9
2484,328,"Matrix Reloaded, The",6365,,2025-11-12 05:46:12,7
2485,328,Demolition Man,442,,2026-08-14 06:04:03,6
2486,328,"Few Good Men, A",2268,2268.0,2026-07-10 01:37:43,1
2487,328,"Shining, The",1258,,2026-04-06 05:10:40,2
2488,328,"Manchurian Candidate, The",1267,,2025-10-21 09:22:34,10
2489,328,"Cutting Edge, The",3270,,2026-06-17 03:00:39,7
2490,329,Winnie the Pooh and the Honey Tree,85259,,2026-05-08 03:34:21,9
2491,329,Chitty Chitty Bang Bang,7247,,2026-02-12 13:38:25,10
2492,329,Last Action Hero,485,485.0,2026-03-07 00:27:03,4
2493,329,Planet of the Apes,4643,,2025-10-01 12:39:55,8
2494,329,Meatballs,3040,,2025-11-21 15:22:02,5
2495,329,"Incredibles, The",8961,8961.0,2026-05-27 13:47:12,1
2496,329,"Deer Hunter, The",1263,1263.0,2025-10-02 16:56:01,2
2497,329,Talladega Nights: The Ballad of Ricky Bobby,46970,46970.0,2026-07-13 08:18:53,6
2498,329,Bedazzled,3968,3968.0,2026-06-02 11:39:35,2
2499,329,Iron Man,59315,,2026-08-12 06:17:58,7
2500,330,Planet of the Apes,4643,,2026-06-25 12:24:49,6
2501,330,Chinatown,1252,1252.0,2025-11-04 03:09:47,3
2502,330,"Stendhal Syndrome, The",8035,8035.0,2025-12-13 02:54:28,3
2503,330,Godzilla,111364,,2025-10-19 04:12:01,8
2504,330,Snake Eyes,2126,,2026-04-30 12:44:48,1
2505,330,Mrs. Doubtfire,500,500.0,2026-03-17 18:40:27,4
2506,330,Super 8,87306,87306.0,2026-04-20 05:35:01,2
2507,330,Train of Life,3003,,2026-04-26 18:06:33,10
2508,330,True Lies,380,380.0,2026-06-30 17:00:39,2
2509,330,Space Jam,673,,2026-05-31 17:33:23,7
2510,330,Psycho,1219,,2026-04-23 08:57:44,5
2511,331,"Godfather: Part II, The",1221,1221.0,2025-12-19 21:41:36,3
2512,331,Mrs. Doubtfire,500,500.0,2026-04-04 07:27:26,10
2513,331,Tron: Legacy,82461,82461.0,2026-08-02 15:51:27,3
2514,331,12 Angry Men,1203,,2026-02-16 15:14:48,7
2515,331,"Pope of Greenwich Village, The",2347,,2026-05-26 12:17:11,7
2516,331,"Aristocats, The",616,,2026-06-01 18:50:06,8
2517,331,Hotel Rwanda,30749,,2025-12-22 16:07:19,5
2518,331,Ted,95441,,2025-09-12 10:43:16,9
2519,332,Jurassic Park,480,,2025-11-09 08:34:41,10
2520,332,Night at the Museum: Secret of the Tomb,119155,,2025-10-03 01:08:46,9
2521,332,What Lies Beneath,3798,,2026-04-27 16:46:52,8
2522,332,Casino,16,16.0,2026-01-19 14:54:39,7
2523,332,Misery,3499,,2025-11-06 09:41:06,9
2524,332,Wanted,60072,,2026-08-28 20:52:39,10
2525,332,Big Hero 6,115617,,2025-10-31 11:35:33,7
2526,332,Europa Europa,6235,6235.0,2026-07-16 01:12:51,5
2527,332,Road to Perdition,5464,5464.0,2026-01-19 14:03:26,10
2528,332,"Fifth Element, The",1527,,2026-04-29 13:59:40,9
2529,332,Full Metal Jacket,1222,,2026-07-20 13:16:03,6
2530,332,Dead Men Don't Wear Plaid,2110,2110.0,2026-06-21 08:52:07,1
2531,332,Batman Forever,153,153.0,2026-06-24 09:05:11,5
2532,333,Face/Off,1573,1573.0,2026-05-05 14:21:04,1
2533,333,Toy Story,1,,2026-04-07 22:44:16,8
2534,333,Pulp Fiction,296,296.0,2026-04-26 11:22:27,2
2535,333,Forces of Nature,2558,,2026-01-27 12:40:26,10
2536,333,Birdman: Or,112183,112183.0,2025-11-21 09:34:31,2
2537,333,Things to Do in Denver When You're Dead,81,,2026-02-28 09:07:30,10
2538,333,Sling Blade,1358,,2026-08-18 07:07:45,1
2539,333,The Scorpion King,5313,5313.0,2026-01-18 22:09:00,9
2540,333,Schindler's List,527,527.0,2026-06-01 07:38:13,1
2541,333,"Illusionist, The",47610,,2026-04-26 14:49:18,9
2542,333,Back to the Future,1270,,2026-07-22 09:53:21,8
2543,334,X-Men: Days of Future Past,111362,111362.0,2025-12-09 14:41:42,6
2544,334,From Russia with Love,2948,,2025-10-18 17:17:36,10
2545,334,Dances with Wolves,590,590.0,2026-03-02 08:15:03,2
2546,334,In the Line of Fire,474,474.0,2025-10-02 22:12:27,4
2547,334,Red Beard,5498,5498.0,2026-01-29 09:42:38,4
2548,335,"Birds, The",1333,1333.0,2026-08-30 12:03:28,4
2549,335,Home Alone,586,,2025-11-06 15:37:09,10
2550,335,Star Trek: The Motion Picture,1371,1371.0,2026-03-27 04:54:47,7
2551,335,Road to Perdition,5464,,2026-05-27 16:04:44,6
2552,335,Cliffhanger,434,,2025-11-25 19:32:51,8
2553,335,Star Wars: Episode V - The Empire Strikes Back,1196,1196.0,2026-04-29 12:43:41,1
2554,335,Attack of the Killer Tomatoes!,2163,2163.0,2026-03-17 19:26:45,3
2555,335,Last Man Standing,996,,2026-03-14 18:09:07,10
2556,335,"Client, The",350,350.0,2025-11-21 23:23:33,9
2557,335,Unzipped,206,206.0,2026-06-26 14:10:50,5
2558,335,Hackers,170,170.0,2026-05-10 05:23:46,4
2559,336,"Hobbit: An Unexpected Journey, The",98809,,2026-01-28 20:07:28,4
2560,336,"Big Lebowski, The",1732,1732.0,2025-09-23 02:50:36,1
2561,336,Raging Bull,1228,,2025-10-23 19:27:06,9
2562,336,Red Dragon,5630,5630.0,2026-09-04 20:50:48,3
2563,336,"Lord of the Rings: The Fellowship of the Ring, The",4993,4993.0,2025-10-11 05:15:33,3
2564,336,Solaris,3503,3503.0,2026-04-20 18:12:27,10
2565,336,Jackass: The Movie,5785,,2026-05-19 23:48:45,1
2566,336,"Godfather, The",858,,2026-06-17 03:55:17,10
2567,336,"Sting, The",1234,1234.0,2026-05-31 16:30:46,4
2568,336,Chain Reaction,836,,2026-07-17 09:15:25,8
2569,336,"Blue Lagoon, The",2950,2950.0,2026-06-28 01:52:41,2
2570,337,Forrest Gump,356,,2026-06-26 05:09:39,10
2571,337,Psycho,1219,,2026-04-19 18:36:29,8
2572,337,Blade,2167,2167.0,2026-04-06 15:50:13,3
2573,337,Star Trek: Nemesis,5944,5944.0,2025-09-24 06:10:16,6
2574,337,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,147286,,2026-01-19 04:28:27,7
2575,337,Camille Claudel,4484,4484.0,2025-12-28 19:09:08,1
2576,337,"Usual Suspects, The",50,,2025-11-01 15:23:01,7
2577,337,"Usual Suspects, The",50,50.0,2026-02-10 06:59:21,5
2578,338,In the Line of Fire,474,,2025-10-15 10:26:01,10
2579,338,Brazil,1199,1199.0,2025-12-22 16:47:43,2
2580,338,"Little Rascals, The",575,575.0,2025-11-03 16:32:48,6
2581,339,"Crouching Tiger, Hidden Dragon",3996,3996.0,2025-10-06 16:39:05,4
2582,339,"Hunt for Red October, The",1610,,2026-04-27 22:05:43,9
2583,339,Red Sonja,2373,2373.0,2025-11-19 07:16:05,7
2584,339,Stuart Little,3157,3157.0,2026-07-25 07:16:27,3
2585,339,Hook,3489,3489.0,2026-07-15 06:50:09,4
2586,340,"Shawshank Redemption, The",318,,2025-09-25 04:05:24,10
2587,341,Independence Day,780,780.0,2025-09-27 18:57:58,5
2588,341,Mission: Impossible II,3623,3623.0,2025-11-18 23:46:56,1
2589,341,Species,196,,2026-04-03 21:47:48,10
2590,341,Highlander,1275,1275.0,2025-10-17 14:14:38,3
2591,341,Young Sherlock Holmes,2414,2414.0,2025-11-13 14:10:28,1
2592,342,"10,000 BC",58293,,2025-09-17 20:48:15,9
2593,342,Hot Shots! Part Deux,466,,2025-10-11 14:31:11,10
2594,342,"Lovers of the Arctic Circle, The",2585,2585.0,2025-09-22 09:32:05,2
2595,342,Welcome to Sarajevo,1670,,2025-12-29 11:19:19,3
2596,342,"I, Robot",8644,8644.0,2026-04-22 20:55:21,4
2597,343,Emma,838,,2025-10-18 01:31:15,10
2598,343,Raging Bull,1228,,2025-09-30 23:20:26,8
2599,343,"Baby-Sitters Club, The",343,,2025-11-11 05:52:25,7
2600,343,"Man Who Knew Too Much, The",2183,2183.0,2025-12-07 17:36:06,6
2601,343,"Christmas Story, A",2804,,2026-01-15 23:21:52,1
2602,343,"Last Emperor, The",1960,1960.0,2026-08-09 09:09:54,1
2603,343,Ghost Rider,51077,,2026-01-30 20:13:27,7
2604,343,Memories of Me,6310,6310.0,2026-06-09 09:05:46,1
2605,343,Up Close and Personal,140,,2025-10-01 16:14:50,9
2606,343,X2: X-Men United,6333,,2026-01-22 19:45:06,4
2607,343,Powder,24,24.0,2026-05-23 07:43:52,3
2608,344,Renaissance Man,516,516.0,2026-02-14 01:46:49,3
2609,344,Beetlejuice,2174,2174.0,2026-06-09 06:13:34,1
2610,344,Thank You for Smoking,44195,,2026-03-07 19:57:21,8
2611,344,Rent,40826,,2026-05-17 10:58:57,8
2612,345,"Full Monty, The",1641,1641.0,2026-05-10 09:48:57,2
2613,345,Amores Perros,4235,4235.0,2026-04-11 05:21:40,1
2614,345,Mr. Smith Goes to Washington,954,,2026-02-10 11:06:17,8
2615,345,Dogma,3052,3052.0,2026-04-07 18:10:18,5
2616,345,Jurassic Park,480,480.0,2026-06-07 15:39:15,2
2617,345,Die Another Day,5872,5872.0,2026-03-21 18:03:48,7
2618,345,"Mummy Returns, The",4270,4270.0,2025-11-03 17:52:16,1
2619,345,Swingers,1060,,2026-07-20 17:08:51,7
2620,345,"Incredibles, The",8961,,2026-06-08 03:16:38,2
2621,345,Fried Green Tomatoes,1271,1271.0,2026-01-26 15:36:34,1
2622,345,"Walk in the Clouds, A",207,207.0,2025-11-08 08:19:22,3
2623,345,Human Nature,5298,,2026-04-07 19:10:33,8
2624,345,Boccaccio '70,32917,32917.0,2025-12-15 10:05:04,2
2625,346,Transformers,53996,53996.0,2026-06-30 10:48:51,2
2626,346,Stargate,316,,2026-04-09 19:58:18,3
2627,346,Tombstone,553,553.0,2025-10-15 13:43:56,1
2628,346,Cinemania,6368,6368.0,2026-05-16 00:45:47,7
2629,346,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,48385,48385.0,2026-05-26 14:27:26,5
2630,346,Daylight,798,798.0,2026-07-09 12:50:27,2
2631,346,American History X,2329,2329.0,2026-07-06 09:41:09,9
2632,346,Crumb,162,162.0,2025-09-16 23:10:43,9
2633,347,Amores Perros,4235,,2026-05-21 22:00:06,7
2634,347,Toys,2253,,2026-08-30 06:16:08,4
2635,347,Ghost Dog: The Way of the Samurai,3328,3328.0,2025-12-19 09:59:36,5
2636,347,Independence Day,780,780.0,2026-01-20 20:57:40,4
2637,347,Underworld: Evolution,42738,42738.0,2026-01-24 04:48:49,8
2638,347,Joy Ride,4821,,2026-01-28 15:54:48,7
2639,347,House on Haunted Hill,2995,,2026-08-25 20:51:03,8
2640,347,Touch of Evil,1248,1248.0,2026-06-29 13:39:40,6
2641,347,2 Guns,103883,103883.0,2026-07-21 06:11:38,8
2642,347,Enter the Dragon,7482,7482.0,2025-11-11 10:28:49,4
2643,347,Lost in Translation,6711,,2025-10-17 05:35:23,4
2644,347,"Breakfast Club, The",1968,1968.0,2026-06-03 22:19:18,6
2645,347,Cliffhanger,434,434.0,2025-12-23 17:29:45,1
2646,347,Saving Private Ryan,2028,,2025-12-11 06:43:53,2
2647,348,Nell,282,,2026-02-23 14:47:29,6
2648,349,Gothika,6952,,2026-06-17 01:54:45,2
2649,349,Up,68954,68954.0,2026-06-20 13:57:34,6
2650,349,Get Shorty,21,,2026-05-30 17:50:33,9
2651,349,Star Trek II: The Wrath of Khan,1374,1374.0,2026-04-18 14:39:19,3
2652,349,Billy Jack Goes to Washington,3958,,2026-07-21 14:55:36,1
2653,350,Signs,5502,,2026-08-27 05:56:57,6
2654,350,Memento,4226,4226.0,2025-10-22 14:17:31,5
2655,350,How to Train Your Dragon,76093,76093.0,2025-12-29 19:15:45,6
2656,350,"Birdcage, The",141,,2026-04-11 13:14:01,1
2657,350,X-Men: Days of Future Past,111362,,2026-08-25 23:53:31,8
2658,350,What's Eating Gilbert Grape,337,337.0,2026-03-12 23:51:31,3
2659,350,Toy Story 2,3114,3114.0,2025-10-08 17:40:26,2
2660,350,Blade Runner,541,,2026-03-14 04:52:29,2
2661,350,"Maltese Falcon, The",8228,8228.0,2025-09-23 09:07:05,4
2662,350,Of Mice and Men,3271,,2026-08-21 18:37:55,3
2663,350,Fast & Furious,67923,67923.0,2026-04-19 08:36:01,7
2664,350,America's Sweethearts,4639,,2025-12-28 03:50:04,7
2665,350,Zombieland,71535,,2026-02-09 20:26:33,9
2666,351,Beauty and the Beast,595,595.0,2026-04-14 06:13:16,1
2667,351,Singin' in the Rain,899,,2025-12-07 08:58:45,9
2668,351,"Twilight Samurai, The",27741,27741.0,2026-08-11 12:23:17,2
2669,351,Milk Money,276,,2025-10-27 12:38:17,8
2670,351,Harry Potter and the Prisoner of Azkaban,8368,8368.0,2026-04-25 19:22:56,4
2671,352,Terminator 2: Judgment Day,589,,2026-07-16 14:29:17,7
2672,352,This Is England,52952,52952.0,2026-09-08 10:41:05,5
2673,352,"Dancer, Texas Pop. 81",1870,1870.0,2026-01-27 04:35:54,9
2674,352,"Hard Way, The",6994,,2026-01-08 08:04:53,10
2675,352,"Truman Show, The",1682,,2026-03-03 10:20:43,8
2676,352,Man on the Moon,3174,,2026-06-29 08:21:03,10
2677,352,Sister Act 2: Back in the Habit,3248,3248.0,2026-03-19 00:48:34,5
2678,352,"Net, The",185,185.0,2025-09-10 13:45:07,3
2679,352,Requiem for a Dream,3949,,2025-10-18 20:43:03,8
2680,352,Who Framed Roger Rabbit?,2987,2987.0,2026-05-11 10:43:03,2
2681,352,Sneakers,1396,,2026-06-23 00:46:00,6
2682,352,What Lies Beneath,3798,3798.0,2026-07-19 01:33:39,9
2683,352,Observe and Report,67695,67695.0,2025-12-09 23:06:42,1
2684,353,Death Proof,53519,53519.0,2026-06-25 07:33:42,4
2685,353,Brother's Keeper,6612,,2025-11-16 14:18:22,5
2686,353,"Lord of the Rings: The Fellowship of the Ring, The",4993,4993.0,2026-01-08 05:52:06,8
2687,354,Witness,1674,,2026-02-23 12:18:25,6
2688,354,Do the Right Thing,3424,3424.0,2026-05-02 16:13:28,9
2689,354,"French Connection, The",1953,,2026-06-01 16:53:34,6
2690,354,Strange Days,198,198.0,2026-04-19 09:10:14,7
2691,355,Searching for Bobby Fischer,529,529.0,2026-04-19 19:11:37,3
2692,355,"Dark Knight Rises, The",91529,91529.0,2026-05-06 10:38:14,8
2693,355,"Kid, The",3784,3784.0,2026-03-21 01:11:44,2
2694,355,Bullets Over Broadway,348,,2026-07-06 22:32:28,1
2695,355,High Fidelity,3481,3481.0,2026-01-10 03:45:39,8
2696,355,Interstellar,109487,,2026-04-27 10:42:30,9
2697,355,"Shawshank Redemption, The",318,,2026-05-07 04:18:56,6
2698,355,Magnolia,3160,3160.0,2025-12-01 19:55:44,3
2699,355,Pulp Fiction,296,296.0,2026-03-08 19:14:09,5
2700,355,Syriana,40583,40583.0,2026-05-31 07:53:03,3
2701,356,"Lock, Stock & Two Smoking Barrels",2542,,2026-08-16 02:41:56,4
2702,356,Die Hard 2,1370,1370.0,2026-06-11 22:08:16,1
2703,356,Ravenous,2560,2560.0,2026-07-01 08:03:05,4
2704,356,Police Academy 6: City Under Siege,2383,2383.0,2026-01-03 18:13:29,1
2705,356,Austin Powers in Goldmember,5481,,2026-04-09 10:00:47,9
2706,356,Max Manus,70451,70451.0,2026-06-07 15:16:58,4
2707,356,Pulp Fiction,296,,2025-11-27 12:49:10,7
2708,356,Kung Fu Panda,59784,,2026-04-27 14:59:09,7
2709,356,Unforgiven,1266,,2026-08-29 14:24:28,7
2710,357,School of Rock,6863,,2026-01-02 21:10:14,6
2711,357,Raiders of the Lost Ark,1198,1198.0,2026-08-25 05:02:37,5
2712,357,Mighty Aphrodite,52,52.0,2026-07-16 07:23:46,3
2713,357,"Spring, Summer, Fall, Winter... and Spring",8014,,2026-08-29 19:13:52,10
2714,357,Broken Arrow,95,,2026-07-24 18:56:36,9
2715,357,Cool Hand Luke,1276,,2026-08-03 17:21:57,7
2716,357,"Truman Show, The",1682,,2025-09-26 16:49:31,6
2717,357,Jackass: The Movie,5785,5785.0,2026-05-14 12:30:32,3
2718,357,The Hunger Games: Catching Fire,106487,,2026-02-28 08:20:42,10
2719,357,"Night of the Hunter, The",7013,7013.0,2026-04-26 06:26:03,3
2720,357,I Am Legend,56174,56174.0,2025-10-05 08:44:48,9
2721,357,"Blues Brothers, The",1220,,2026-07-19 15:22:05,8
2722,357,Signs,5502,5502.0,2025-12-18 02:37:11,5
2723,358,"Princess Bride, The",1197,1197.0,2026-01-04 09:00:11,2
2724,358,Seven,47,,2026-07-24 20:12:23,9
2725,358,Crazy/Beautiful,4372,4372.0,2026-07-28 21:54:44,2
2726,358,Reservoir Dogs,1089,,2026-01-22 08:24:37,5
2727,358,Planet of the Apes,4643,,2025-12-27 14:00:49,7
2728,358,Dreamscape,3770,3770.0,2026-05-03 06:17:16,2
2729,358,"Player, The",2289,,2026-03-12 09:26:34,10
2730,358,"Man from Earth, The",55908,55908.0,2026-03-16 19:57:36,3
2731,358,Jumpin' Jack Flash,2468,2468.0,2025-10-19 23:55:04,4
2732,358,"American in Paris, An",900,900.0,2026-06-09 00:02:34,2
2733,358,Braveheart,110,110.0,2025-09-25 09:39:31,5
2734,358,"Mummy, The",2633,,2026-07-12 03:09:36,5
2735,359,"Mosquito Coast, The",2734,,2026-02-15 07:17:07,9
2736,360,Foul Play,7107,7107.0,2025-12-10 00:44:53,2
2737,360,Hairspray,52975,,2025-12-20 11:00:18,3
2738,360,Muppet Treasure Island,107,107.0,2026-03-31 14:08:00,4
2739,360,"Lord of the Rings: The Fellowship of the Ring, The",4993,,2026-07-20 01:52:31,7
2740,360,When Harry Met Sally...,1307,1307.0,2026-07-23 15:32:43,5
2741,360,Rush Hour,2273,2273.0,2025-12-01 20:55:10,8
2742,360,"Godfather, The",858,,2026-04-26 10:49:39,10
2743,360,Shanghai Triad,30,,2026-01-06 14:10:27,8
2744,360,Donnie Brasco,1466,,2026-01-02 11:04:05,10
2745,360,The Intern,140110,140110.0,2026-02-01 16:18:40,9
2746,361,Whisper of the Heart,26903,,2026-05-23 23:50:18,7
2747,361,Christopher Columbus: The Discovery,70703,,2025-11-26 00:44:50,2
2748,361,Twelve Monkeys,32,32.0,2026-07-12 10:03:49,4
2749,361,"Journey of Natty Gann, The",2077,2077.0,2026-05-20 01:15:10,6
2750,361,Dracula,2644,2644.0,2026-08-10 09:28:19,1
2751,361,Chicken Run,3751,,2025-11-21 04:41:51,6
2752,361,Saving Private Ryan,2028,2028.0,2026-01-03 23:04:58,2
2753,361,Sixteen Candles,2144,2144.0,2026-08-04 18:06:05,1
2754,362,Natural Born Killers,288,288.0,2026-06-26 15:20:48,6
2755,362,Invictus,72733,72733.0,2025-09-27 05:57:55,6
2756,362,Star Wars: Episode VI - Return of the Jedi,1210,1210.0,2025-11-30 02:10:22,4
2757,362,Batman & Robin,1562,1562.0,2025-12-04 18:35:37,3
2758,362,Wallace & Gromit in The Curse of the Were-Rabbit,38038,,2026-06-26 00:04:12,1
2759,362,Jurassic Park,480,,2026-06-21 19:27:42,9
2760,362,"Shawshank Redemption, The",318,,2026-05-13 11:11:05,8
2761,363,"Karate Kid, The",2420,2420.0,2025-09-14 06:24:52,7
2762,363,Star Wars: Episode V - The Empire Strikes Back,1196,1196.0,2026-05-17 15:40:08,10
2763,363,True Lies,380,380.0,2026-01-09 09:37:41,4
2764,364,"Sure Thing, The",6636,6636.0,2026-02-26 10:43:38,6
2765,364,Robot & Frank,96655,96655.0,2025-10-13 11:16:02,4
2766,364,"Lion King, The",364,,2026-01-17 13:53:17,5
2767,364,Fargo,608,,2026-06-28 10:36:01,4
2768,364,Beverly Hills Cop,4085,4085.0,2025-11-22 04:51:22,8
2769,364,"Lock, Stock & Two Smoking Barrels",2542,2542.0,2026-06-17 06:10:32,3
2770,364,"Crouching Tiger, Hidden Dragon",3996,,2025-09-15 23:13:57,6
2771,365,Pi,1921,,2025-09-24 14:27:21,10
2772,365,2001: A Space Odyssey,924,924.0,2026-03-05 16:36:32,1
2773,365,Schindler's List,527,,2026-05-24 23:04:16,10
2774,365,Stand by Me,1259,1259.0,2025-11-27 18:45:25,4
2775,365,Pulp Fiction,296,,2025-10-23 19:35:17,8
